会社名,事業所コード,施設名,指定番号,郵便番号,開設日,住所,開設年数,住所（建物名）,建物構造,電話番号,建物階数,FAX番号,居室数,フリーダイヤル,内SS数,メールアドレス,定員数,URL,サービス種類,サービス有効期限,土地所有区分,敷地面積（㎡数）,敷地面積（坪数）,敷地内駐車場台数,購入金額,坪単価,家賃,契約期間,自動更新の有無,契約年数,土地備考,土地管理会社名,土地管理会社郵便番号,土地管理会社住所,土地管理会社住所（建物名）,土地管理会社電話番号,土地管理会社FAX番号,土地管理会社メールアドレス,土地管理会社URL,土地管理会社備考,土地オーナー氏名,土地オーナー郵便番号,土地オーナー住所,土地オーナー住所（建物名）,土地オーナー電話番号,土地オーナーFAX番号,土地オーナーメールアドレス,土地オーナーURL,土地オーナー備考,建物所有区分,建築面積（㎡数）,建築面積（坪数）,竣工日,延床面積（㎡数）,延べ床面積（坪数）,築年数,建築費用,坪単価,耐用年数,建設協力金,建物家賃,建物契約年数,建物契約開始日,建物契約終了日,建物自動更新の有無,施工会社,施工会社連絡先,定期調査会社,調査日,建物備考,建物管理会社名,建物管理会社電話番号,建物管理会社メールアドレス,建物オーナー氏名,建物オーナー電話番号,建物オーナーメールアドレス,電力会社,電気保安管理業者,電気保守点検実施日,PAS有無,PAS更新年月日,キュービクル有無,キュービクルメーカー,キュービクル年式,非常用発電機有無,非常用発電機メーカー,非常用発電機年式,電気設備備考,水道契約会社,受水槽清掃業者,受水槽清掃実施日,浴槽循環方式,ろ過器設置の有無,ろ過器メーカー,ろ過器年式,受水槽設置の有無,受水槽メーカー,受水槽年式,加圧ポンプメーカー,加圧ポンプ年式,浄化槽設置の有無,浄化槽メーカー,浄化槽年式,浄化槽点検・清掃業者,浄化槽点検・清掃実施日,レジオネラ検査実施日,レジオネラ検査結果（初回）,レジオネラ検査結果（2回目）,水道設備備考,ガス会社,ガス保安管理業者,ガス保守点検実施日,ガス設備備考,エレベーター有無,エレベーターメーカー,エレベーター年式,エレベーター保守会社,エレベーター保守実施日,エレベーター設備備考,空調設備_フロンガス点検業者,空調設備_点検実施日,空調設備_点検対象機器,空調設備_備考,照明設備_メーカー,照明設備_更新日,照明設備_保証期間,照明設備_備考,防犯カメラ管理業者,防犯カメラ年式,防犯カメラ備考,電子錠管理業者,電子錠年式,電子錠備考,防火管理者,消防訓練実施日,消防設備点検業者,消防設備点検実施日,防災実地訓練実施日,防災起動訓練実施日,防災備考,引き渡し図面備考,図面備考,外装_防水_施工日,外装_防水_施工会社,外装_防水_担当者,外装_防水_連絡先,外装_防水_備考,外装_防水_特記事項,外装_塗装_施工日,外装_塗装_施工会社,外装_塗装_担当者,外装_塗装_連絡先,外装_塗装_備考,外装_塗装_特記事項,内装リニューアル_リニューアル日,内装リニューアル_会社名,内装リニューアル_担当者,内装リニューアル_連絡先,内装リニューアル_特記事項,内装・意匠履歴_全データ,その他_改修工事履歴_全データ,その他契約書_会社名,その他契約書_契約書の種類,その他契約書_契約内容,その他契約書_自動更新の有無,その他契約書_自動更新詳細,その他契約書_契約開始日,その他契約書_契約終了日,その他契約書_金額,その他契約書_備考,給食契約書_会社名,給食契約書_契約書の種類,給食契約書_契約内容,給食契約書_自動更新の有無,給食契約書_契約開始日,給食契約書_契約終了日,給食契約書_金額,給食契約書_備考,駐車場契約書_会社名,駐車場契約書_契約書の種類,駐車場契約書_契約内容,駐車場契約書_自動更新の有無,駐車場契約書_契約開始日,駐車場契約書_契約終了日,駐車場契約書_金額,駐車場契約書_台数,駐車場契約書_備考
株式会社シダー,22021,"ラ・ナシカ まつもと",2271200021,,,,,,,,,,,,,,,,,,owned_rental,2438.19,737.50,25,147074463,199423,317147,"2024年2月6日 ～ 2027年2月6日",,3年,自社所有物件を第三者に賃貸。,,,,,,,,,,株式会社シニアライフサポート,642-1530,"857 Turner Mountains
Deckowborough, AK 19525",企業会館,069-50-0204,0035-24-7509,info@medical-care.co.jp,https://www.medical-care.co.jp,施設の運営実績が豊富で、適切な管理体制が構築されている。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-12-29,株式会社山田工務店,佐藤次郎,,,,2025-06-07,佐藤建設,加藤真理,+12534624115,"Voluptatum numquam atque ut quaerat dolorem et sit et dicta tenetur quibusdam et earum fuga doloribus nihil.",,2024-07-23,,,"(614) 735-8000",,"[NO:926|日付:2024-07-14|会社:|金額:676,349|内容:壁面改修工事|担当:高橋健一|連絡先:1-424-630-6173|備考:Delectus quia hic et aut qui eaque deleniti quae rerum ab illo qui iste perspiciatis dolores tenetur nostrum et.|特記事項:Fugiat temporibus aliquam eligendi laborum aperiam quia.]","[NO:930|日付:2025-03-16|会社:|金額:|内容:ベランダ防水工事|担当:|連絡先:|備考:|特記事項:] / [NO:928|日付:2025-03-09|会社:中村建築|金額:946,186|内容:壁面改修工事|担当:|連絡先:(934) 618-6315|備考:Et ea officiis veritatis iusto animi aut sint ut dolores rerum tenetur blanditiis nesciunt quis commodi ea quod sapiente est.|特記事項:] / [NO:931|日付:2024-09-27|会社:|金額:18,407|内容:壁面改修工事|担当:中村恵子|連絡先:|備考:|特記事項:] / [NO:927|日付:2024-06-24|会社:渡辺リフォーム|金額:|内容:屋上防水工事|担当:伊藤正男|連絡先:763.531.8108|備考:|特記事項:Facere magni optio et nesciunt voluptatum accusantium officiis itaque consequuntur temporibus officia.] / [NO:929|日付:2024-01-13|会社:渡辺リフォーム|金額:|内容:壁紙張替え工事|担当:中村恵子|連絡先:1-510-861-1068|備考:Aut voluptatem ipsum nesciunt exercitationem aut repudiandae consectetur nihil aut quae enim sint aut est odio ea est dolore animi ipsum.|特記事項:]"
株式会社シダー,22022,"ラ・ナシカ まつもと弐番館",2271200022,,,,,,,,,,,,,,,,,,owned_rental,1470.19,444.70,22,37829740,85068,326540,"2025年8月2日 ～ 2030年8月2日",,5年,自社所有物件を第三者に賃貸。,,,,,,,,,,株式会社ケアパートナー,155-7898,"984 Wunsch Lane Suite 135
Rhettberg, GA 98446-1101",企業会館,04-9660-5387,0853-520-4477,contact@medical.co.jp,https://www.medical-care.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-02,鈴木設備,,+1.206.355.4717,"Natus vel id sunt error similique ea fuga ut molestiae vero dolor aut dolores quaerat consequuntur non iusto commodi enim explicabo dolor.",,2024-09-02,高橋塗装,山田太郎,1-310-348-2789,"Distinctio ducimus id provident sed voluptates aut veniam animi ipsam optio consequatur veniam odit repudiandae repellendus dolor facere aut facere.",,2024-12-14,株式会社山田工務店,伊藤正男,+16804238023,,"[NO:936|日付:2024-03-24|会社:小林電設|金額:|内容:フロア改修工事|担当:中村恵子|連絡先:(820) 799-8918|備考:Qui illo consectetur ut deleniti quos quibusdam aperiam molestiae cumque cumque ratione fugiat ea dignissimos velit culpa veritatis et molestiae.|特記事項:]","[NO:940|日付:2025-08-02|会社:渡辺リフォーム|金額:|内容:外壁塗装工事|担当:|連絡先:+14693057151|備考:|特記事項:] / [NO:943|日付:2025-03-24|会社:田中電気工事|金額:|内容:フロア改修工事|担当:加藤真理|連絡先:484-361-6341|備考:|特記事項:] / [NO:941|日付:2024-11-06|会社:小林電設|金額:230,392|内容:内装リニューアル工事|担当:|連絡先:|備考:|特記事項:] / [NO:942|日付:2024-05-04|会社:株式会社山田工務店|金額:494,549|内容:防錆塗装工事|担当:田中花子|連絡先:|備考:|特記事項:] / [NO:938|日付:2024-03-06|会社:株式会社山田工務店|金額:|内容:防錆塗装工事|担当:小林大輔|連絡先:(757) 973-8946|備考:|特記事項:] / [NO:939|日付:2024-01-14|会社:|金額:|内容:床材変更工事|担当:鈴木美咲|連絡先:+1 (435) 474-9512|備考:Recusandae aperiam et corporis temporibus hic et id qui alias distinctio consequatur reiciendis nam repellendus consequatur beatae eum incidunt repellendus.|特記事項:Veniam officia perferendis ipsam dignissimos vel consequatur nam quam cumque beatae.]"
株式会社シダー,22201,"ラ・ナシカ しまだ",2271200201,,,,,,,,,,,,,,,,,,owned_rental,995.34,301.07,36,33795409,112251,402208,"2025年5月20日 ～ 2027年5月20日",,2年,自社所有物件を第三者に賃貸。周辺環境は住宅地で静穏。,,,,,,,,,,株式会社ケアパートナー,263-9382,"43659 Gislason Hills
Batzbury, ME 93237-9505",企業会館,06-75-8828,08-8979-1324,contact@senior-care.com,https://www.medical-support.co.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-04,加藤住宅設備,山田太郎,+1-520-381-7771,"Esse est voluptatibus suscipit distinctio quos dignissimos dolor ducimus saepe modi enim iure voluptatem est quisquam quaerat laboriosam omnis.",,2024-08-06,加藤住宅設備,加藤真理,"+1 (781) 384-8259","Reiciendis quos reiciendis et voluptatibus sit sit maiores voluptate sed doloribus et.",,2024-07-13,渡辺リフォーム,小林大輔,318-369-6105,,,"[NO:949|日付:2025-07-31|会社:中村建築|金額:|内容:照明設備更新|担当:|連絡先:|備考:|特記事項:] / [NO:950|日付:2024-10-01|会社:高橋塗装|金額:|内容:外壁防水工事|担当:|連絡先:|備考:Architecto laborum qui commodi labore quod quis praesentium amet illo et.|特記事項:] / [NO:948|日付:2024-05-07|会社:佐藤建設|金額:|内容:照明設備更新|担当:|連絡先:|備考:Est repellat qui tempora dolorem omnis dicta maiores veniam fuga magni consequuntur enim voluptatem alias.|特記事項:]"
株式会社シダー,22211,"ラ・ナシカ 三保の松原",2271200211,,,,,,,,,,,,,,,,,,owned_rental,2378.53,719.46,12,74488572,103534,377615,"2025年2月8日 ～ 2026年2月8日",,1年,自社所有物件を第三者に賃貸。,,,,,,,,,,医療法人清和会,132-3911,"747 Candelario Branch Apt. 013
Conradport, NY 63643",□□オフィス,0081-6799-6959,0196-100-0265,facility@medical-care.co.jp,https://www.medical-care.co.jp,事業拡大に伴い、長期的な利用を前提とした契約を希望。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-06,加藤住宅設備,,,"Soluta ab tenetur quae rerum necessitatibus et in unde veniam laborum sequi corporis laboriosam et dolore voluptatem sint impedit perferendis.",,2024-04-16,鈴木設備,鈴木美咲,,"Quibusdam exercitationem atque accusamus laborum ut aut ipsum a et consequatur dolores dolore rerum.","Et soluta et repellat quia voluptates ad ipsum.",2025-07-09,,佐藤次郎,"+1 (302) 231-0684",,"[NO:956|日付:2025-08-21|会社:|金額:799,513|内容:天井改修工事|担当:佐藤次郎|連絡先:+1.757.691.8558|備考:|特記事項:]","[NO:957|日付:2025-01-17|会社:株式会社山田工務店|金額:203,996|内容:フロア改修工事|担当:|連絡先:|備考:|特記事項:] / [NO:960|日付:2024-11-04|会社:|金額:|内容:換気扇清掃|担当:|連絡先:|備考:|特記事項:Pariatur quis assumenda sit sint doloremque nulla itaque provident hic enim atque quia ut.] / [NO:958|日付:2024-04-05|会社:|金額:|内容:ドア修理|担当:|連絡先:(601) 993-9063|備考:Qui expedita ad eligendi sed quasi voluptatem fugiat ut excepturi et suscipit saepe dicta dolores alias ea consequuntur ut.|特記事項:] / [NO:959|日付:2024-01-11|会社:田中電気工事|金額:924,765|内容:電気設備点検|担当:|連絡先:|備考:Pariatur velit nobis laboriosam aut et non voluptas et et enim assumenda quaerat qui.|特記事項:]"
株式会社シダー,22301,"ラ・ナシカ あらこがわ",2271200301,,,,,,,,,,,,,,,,,,自社所有,2755.89,833.60,20,67033110,80414,,,,,自社所有物件として長期的な運営を予定。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-10-02,,,1-364-693-0998,"Voluptatem temporibus laborum necessitatibus placeat eum ex est tempora molestias dolorem et doloremque voluptas fugit aliquid et ea quibusdam soluta ut aut.",,,,,,,,2024-11-21,,加藤真理,+1.417.821.3702,,[NO:967|日付:2024-04-11|会社:|金額:|内容:鉄部塗装工事|担当:|連絡先:|備考:|特記事項:],"[NO:969|日付:2025-07-12|会社:中村建築|金額:964,407|内容:屋根塗装工事|担当:加藤真理|連絡先:+17247131221|備考:|特記事項:] / [NO:970|日付:2025-07-05|会社:|金額:681,299|内容:天井改修工事|担当:鈴木美咲|連絡先:+1-863-755-1146|備考:Eligendi perspiciatis vitae nihil est natus omnis maxime animi cumque voluptate eum eum est quidem est repudiandae.|特記事項:Nostrum enim aut in deleniti voluptate aliquam id et nisi qui voluptatem.] / [NO:968|日付:2025-06-11|会社:加藤住宅設備|金額:|内容:屋上防水工事|担当:佐藤次郎|連絡先:(727) 733-9824|備考:Quia neque odio odio officia neque libero laborum architecto animi et ducimus facere molestiae illum repellendus beatae qui quae quis.|特記事項:] / [NO:971|日付:2025-01-22|会社:渡辺リフォーム|金額:261,204|内容:内装リニューアル工事|担当:|連絡先:+18728384083|備考:Adipisci non esse eum cum rem velit sit repellat porro quia enim qui illum non dolorem voluptatibus.|特記事項:] / [NO:972|日付:2024-05-25|会社:加藤住宅設備|金額:132,318|内容:屋上防水工事|担当:|連絡先:|備考:Rerum mollitia dolorem quis et eum aut maxime at possimus excepturi.|特記事項:]"
株式会社シダー,22701,"ラ・ナシカ つるみ",2271200701,,,,,,,,,,,,,,,,,,自社所有,1689.45,511.03,36,68873557,134774,,,,,自社所有物件として長期的な運営を予定。近隣に公共交通機関あり、アクセス良好。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-09-05,,,570.374.6642,,,2025-09-15,株式会社山田工務店,伊藤正男,,,,"[NO:981|日付:2025-02-26|会社:|金額:375,126|内容:水道管修理|担当:|連絡先:(445) 273-1582|備考:|特記事項:] / [NO:979|日付:2025-01-08|会社:渡辺リフォーム|金額:254,753|内容:ベランダ防水工事|担当:小林大輔|連絡先:|備考:Consectetur sed aut voluptatem minus qui atque eius quisquam aliquid at harum veniam est consequatur.|特記事項:] / [NO:980|日付:2024-12-22|会社:伊藤工業|金額:|内容:壁面改修工事|担当:田中花子|連絡先:|備考:|特記事項:] / [NO:982|日付:2024-12-06|会社:伊藤工業|金額:289,371|内容:鉄部塗装工事|担当:佐藤次郎|連絡先:|備考:|特記事項:] / [NO:978|日付:2024-05-21|会社:渡辺リフォーム|金額:|内容:照明設備更新|担当:鈴木美咲|連絡先:1-606-535-1024|備考:Commodi ea est in nulla qui aut impedit optio a quos voluptatibus aliquam ducimus corporis consectetur.|特記事項:Voluptatem ratione aut voluptas aut et culpa possimus omnis tempora.]"
株式会社シダー,22702,"ラ・ナシカ すみのえ",2271200702,,,,,,,,,,,,,,,,,,賃貸,2222.35,672.22,33,,,526977,"2024年11月10日 ～ 2027年11月10日",,3年,賃貸契約による運営。契約更新時の条件見直し要検討。近隣に公共交通機関あり、アクセス良好。,東急リバブル株式会社,231-6990,"6438 Makenzie Port Apt. 714
Hermanmouth, IA 81476",オフィスタワー15階,06-881-4753,08-519-3283,support@property.co.jp,,大手不動産会社系列で、豊富な管理実績とノウハウを保有。,"Milton Runolfsson",905-4080,"16071 Adalberto Passage
Rosenbaumchester, KY 21556",△△ハイツ□□号,0665-060-6200,0297-85-1079,marks.norris@example.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-19,,中村恵子,228.516.0867,,,,,,,,,,,,,,"[NO:988|日付:2025-06-21|会社:中村建築|金額:940,025|内容:エアコン修理|担当:佐藤次郎|連絡先:|備考:|特記事項:Iste ab temporibus sequi consequatur eos unde.] / [NO:987|日付:2024-02-18|会社:伊藤工業|金額:838,661|内容:フロア改修工事|担当:|連絡先:458.503.0683|備考:Ea labore voluptatem laborum sed est ipsum vero libero suscipit autem autem harum quibusdam qui necessitatibus ab.|特記事項:Qui est voluptatem eveniet reiciendis sed in omnis.]","[NO:990|日付:2025-03-15|会社:加藤住宅設備|金額:|内容:地下防水工事|担当:山田太郎|連絡先:|備考:Eos quas nihil qui incidunt laudantium quo voluptatem omnis et corporis aut ullam repudiandae dolor ipsa nobis molestias voluptatem.|特記事項:Doloribus quod fugiat voluptatum et unde omnis praesentium id blanditiis sed sit id distinctio.] / [NO:993|日付:2024-10-11|会社:小林電設|金額:962,026|内容:壁面改修工事|担当:伊藤正男|連絡先:|備考:Quia aspernatur quaerat dignissimos officiis modi suscipit ratione enim excepturi blanditiis.|特記事項:Dolor qui ut sequi qui in qui nesciunt deleniti consequatur placeat.] / [NO:989|日付:2024-09-03|会社:加藤住宅設備|金額:|内容:屋根塗装工事|担当:小林大輔|連絡先:|備考:|特記事項:] / [NO:992|日付:2024-08-05|会社:|金額:|内容:屋根塗装工事|担当:鈴木美咲|連絡先:|備考:|特記事項:Et ipsam aut in velit ipsa voluptatibus nisi nulla culpa cumque provident modi.] / [NO:994|日付:2023-12-25|会社:高橋塗装|金額:|内容:外壁防水工事|担当:|連絡先:|備考:|特記事項:Qui facilis et ratione fugiat sed vel labore ut vitae et rerum animi totam.] / [NO:991|日付:2023-11-06|会社:株式会社山田工務店|金額:990,189|内容:換気扇清掃|担当:|連絡先:|備考:Qui esse ipsam laboriosam magnam repellendus unde neque provident et fugiat ratione dolorem sequi fuga in.|特記事項:Nam nam similique et distinctio quo nihil minima.]"
株式会社シダー,22703,"ラ・ナシカ このはな",2271200703,,,,,,,,,,,,,,,,,,賃貸,2414.70,730.40,30,,,381134,"2025年6月2日 ～ 2026年6月2日",,1年,賃貸契約による運営。契約更新時の条件見直し要検討。,住友不動産販売株式会社,941-7060,"7054 Rafaela Pike Apt. 386
Feiltown, ND 35084-0678",商業ビル4F,048-0247-1665,090-78-6969,contact@property.co.jp,https://www.management-company.com,清掃・設備点検等の日常管理業務を包括的に委託。,"Dr. Brannon Purdy",103-0123,"14935 Vivian Village Suite 601
Port Christyhaven, WV 99483-1725",戸建て住宅,09-64-3431,,kbotsford@example.net,,相続により取得した不動産で、家族経営による管理。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-13,中村建築,,726-759-4423,"Dolorem voluptatem rem ducimus error consequatur commodi eveniet voluptas nam recusandae molestias enim commodi dolorem ducimus consectetur non dolorem dolor qui.",,,,,,,,,,,,,[NO:998|日付:2024-10-16|会社:|金額:|内容:外壁塗装工事|担当:山田太郎|連絡先:+1.915.305.2132|備考:|特記事項:],"[NO:1000|日付:2025-05-10|会社:渡辺リフォーム|金額:908,897|内容:防錆塗装工事|担当:加藤真理|連絡先:689.416.1113|備考:Delectus soluta laborum aut est eos enim ab vel sed tempore ab unde quia autem.|特記事項:Ea recusandae quaerat consequatur mollitia asperiores sequi harum eos.] / [NO:999|日付:2025-01-27|会社:渡辺リフォーム|金額:|内容:給湯器交換|担当:佐藤次郎|連絡先:|備考:Vitae sapiente sunt fugiat et dolores quia ut similique veritatis consequatur eius eius dolorem illo dolores distinctio dignissimos unde nemo.|特記事項:] / [NO:1002|日付:2024-09-25|会社:中村建築|金額:703,350|内容:地下防水工事|担当:|連絡先:|備考:Ad et aperiam nostrum explicabo porro eveniet quos occaecati consequatur iusto quo quia libero vero quo officia officiis illo aut id.|特記事項:] / [NO:1001|日付:2024-02-15|会社:小林電設|金額:|内容:鉄部塗装工事|担当:鈴木美咲|連絡先:|備考:Natus repellat impedit alias omnis atque velit ut hic ut necessitatibus quo quae non voluptatem aut.|特記事項:]"
株式会社シダー,22711,"ラ・ナシカ かみいし",2271200711,,,,,,,,,,,,,,,,,,賃貸,2397.96,725.34,41,,,584860,"2024年8月22日 ～ 2026年8月22日",,2年,賃貸契約による運営。契約更新時の条件見直し要検討。,株式会社不動産管理センター,120-7707,"95058 Satterfield Point Suite 164
Hudsonberg, AZ 91486",オフィスタワー15階,0632-5611-4762,06-02-6048,contact@realestate-service.jp,https://www.management-company.com,清掃・設備点検等の日常管理業務を包括的に委託。,"Trevor Lubowitz",271-7798,"96491 Tremaine Orchard Suite 484
Bradmouth, IL 13209-5503",マンション○○号室,0310-0061-4579,0014-98-5322,lorenza53@example.net,,地域の発展に貢献したいとの意向で長期契約を希望。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-08-18,伊藤工業,,"(458) 655-9168","Vero rerum possimus possimus officiis officia maxime quia quia magnam fugiat incidunt omnis amet explicabo vel ipsam.","Aut nam sed qui laudantium quia veniam ex unde sequi totam.",2025-05-08,中村建築,,,,"Eligendi earum praesentium magni et quia incidunt dolorum.",2025-03-25,鈴木設備,,,,[NO:1007|日付:2024-01-05|会社:|金額:|内容:エアコン修理|担当:山田太郎|連絡先:|備考:|特記事項:],"[NO:1009|日付:2025-03-13|会社:株式会社山田工務店|金額:841,043|内容:水道管修理|担当:|連絡先:+13609482889|備考:Iure pariatur perferendis ut et et aut cumque sed odit quia porro ut tenetur soluta natus totam dolor nihil mollitia.|特記事項:Excepturi ea error dolore hic nesciunt in labore enim et temporibus nihil sapiente.] / [NO:1008|日付:2024-03-22|会社:加藤住宅設備|金額:472,901|内容:床材変更工事|担当:|連絡先:+1.872.472.5193|備考:Ut non illo ea non ducimus animi deleniti eos vero magnam et minus.|特記事項:Recusandae architecto provident ab aut omnis culpa.] / [NO:1010|日付:2024-01-08|会社:中村建築|金額:902,714|内容:床材変更工事|担当:|連絡先:+1-661-596-5049|備考:|特記事項:]"
株式会社シダー,23201,"ラ・ナシカ こうざい",2371200201,,,,,,,,,,,,,,,,,,賃貸,1873.20,566.61,34,,,557337,"2025年2月9日 ～ 2028年2月9日",,3年,賃貸契約による運営。契約更新時の条件見直し要検討。周辺環境は住宅地で静穏。,株式会社長谷工リアルエステート,453-2591,"88561 Rosenbaum Tunnel Suite 339
Lake Johannmouth, ID 26705",不動産会館7F,09-81-5516,067-098-2351,support@property.co.jp,https://www.real-estate-service.jp,入居者対応、契約更新手続き等も含めた総合管理サービス。,"Jakayla Aufderhar",211-9085,"55016 Murray Grove Suite 486
Arvidmouth, PA 65313",△△ハイツ□□号,0740-7828-5474,02-5723-8790,gail.moen@example.com,,相続により取得した不動産で、家族経営による管理。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-09-02,,渡辺由美,1-623-294-6316,,"Corporis nulla unde adipisci aut qui tenetur a magni labore ipsa.",2024-01-13,田中電気工事,,818-909-3841,,,2025-07-27,中村建築,伊藤正男,,,,"[NO:1018|日付:2025-09-13|会社:田中電気工事|金額:|内容:給湯器交換|担当:加藤真理|連絡先:+1-972-766-3950|備考:Quibusdam porro qui sint facere rem nihil libero quas qui eos optio natus quia.|特記事項:] / [NO:1016|日付:2025-05-11|会社:中村建築|金額:585,706|内容:エアコン修理|担当:|連絡先:+1-458-632-8902|備考:|特記事項:] / [NO:1017|日付:2024-12-10|会社:株式会社山田工務店|金額:|内容:屋上防水工事|担当:|連絡先:785-849-6736|備考:|特記事項:]"
株式会社シダー,23301,"ラ・ナシカ もりまつ",2371200301,,,,,,,,,,,,,,,,,,owned_rental,966.73,292.42,46,31948640,109256,388168,"2024年1月3日 ～ 2025年1月3日",,1年,自社所有物件を第三者に賃貸。テナントとの良好な関係維持を重視。,,,,,,,,,,医療法人仁愛会,379-6034,"66586 Stanton Courts Suite 389
West Heloise, PA 48533-5755",ビジネスプラザ,04-86-2916,0044-788-6495,office@welfare.or.jp,https://www.healthcare-service.jp,地域密着型のサービス提供により、利用者からの信頼も厚い。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-24,中村建築,,+1-785-286-9124,,,2025-05-01,加藤住宅設備,伊藤正男,,"Harum similique totam quae aut aspernatur voluptatem impedit assumenda doloribus modi et quasi quia perspiciatis libero voluptatum non esse.",,2024-12-10,,高橋健一,479-693-2081,"Ut impedit non fugit nihil dignissimos enim aperiam sit dolores accusamus exercitationem.","[NO:1022|日付:2025-06-01|会社:|金額:|内容:壁面改修工事|担当:|連絡先:+18148878974|備考:Nulla debitis quas alias voluptatem ut qui corrupti nesciunt ut deserunt.|特記事項:Qui eos qui dolorum quia exercitationem tenetur nisi architecto ut soluta.]","[NO:1027|日付:2025-09-10|会社:|金額:|内容:電気設備点検|担当:山田太郎|連絡先:580-424-3205|備考:Repellendus aliquam repellendus est ea a dolor consequatur ipsa autem necessitatibus maxime sit qui distinctio nihil voluptas.|特記事項:] / [NO:1025|日付:2025-08-14|会社:伊藤工業|金額:91,251|内容:水道管修理|担当:伊藤正男|連絡先:|備考:|特記事項:] / [NO:1026|日付:2025-07-02|会社:伊藤工業|金額:147,995|内容:配管工事|担当:高橋健一|連絡先:|備考:Deserunt molestiae consequuntur qui minima corrupti qui nihil atque consequatur quos commodi earum dolores aut vel quae.|特記事項:] / [NO:1029|日付:2025-05-06|会社:中村建築|金額:|内容:フロア改修工事|担当:加藤真理|連絡先:1-754-372-6417|備考:|特記事項:Voluptatem placeat dolores voluptas cumque molestiae facilis vel voluptates excepturi qui vel non numquam.] / [NO:1028|日付:2025-03-19|会社:渡辺リフォーム|金額:36,527|内容:換気扇清掃|担当:小林大輔|連絡先:|備考:|特記事項:] / [NO:1024|日付:2024-04-09|会社:|金額:|内容:ベランダ防水工事|担当:|連絡先:|備考:|特記事項:]"
